Name	TMPQ	KLVF	CPJM	XGUX
CDHN	47	37	7	9
UCFA	23	52	7	18
FAYJ	54	26	13	7
FYSO	16	52	19	13
NWHR	62	9	27	2
VPNG	62	14	22	2
QRBI	87	2	6	5
QSWF	29	42	25	4
EPZI	7	78	3	12
FXJP	43	19	15	23
LKCX	20	56	13	11
GRGH	42	3	48	7
ELLI	64	2	21	13
AOYO	52	33	6	9
URSL	84	2	2	12
IUHC	88	3	8	1
XSAQ	79	7	0	14
MXHU	27	56	6	11
WDJR	1	14	41	44
ZOVP	89	7	3	1
REGT	75	17	0	8
VXXT	31	25	12	32
ULQO	38	49	5	8
QXKW	16	36	45	3
EEBX	70	6	20	4
SAAN	6	28	2	64
FLYS	78	4	2	16
DFAN	86	5	0	9
GWXP	27	11	39	23
TVVP	14	37	4	45
KQBI	50	20	12	18
MLEJ	23	60	1	16
ZBKV	83	13	1	3
EDYU	15	33	24	28
QDCQ	76	1	16	7
OYEJ	97	1	1	1
KSFB	36	36	21	7
ULUI	62	24	2	12
MDNJ	1	92	5	2
ICTM	71	9	8	12
CFMW	19	54	21	6
KSTU	82	13	4	1
SIID	43	29	2	26
VRAY	67	31	0	2
QMPQ	23	26	34	17
FHLL	96	1	0	3
KUOE	21	0	49	30
TLIH	83	5	3	9
OMXN	72	20	6	2
GEDP	38	10	25	27
AWSL	8	3	39	50
WLTM	93	3	3	1
BGJK	3	40	37	20
VOXG	69	8	3	20
PLPV	82	2	11	5
OQVT	26	60	9	5
ADBU	29	63	1	7
YUFJ	75	20	1	4
IUFK	76	6	4	14
AEQC	28	10	30	32
QORT	60	38	1	1
KWLK	37	59	2	2
RKMB	30	36	8	26
VPJN	52	19	0	29
ZKRA	75	17	2	6
FNPE	86	5	8	1
YUZK	33	39	9	19
UEAZ	61	9	23	7
YIGB	56	34	4	6
LUKQ	23	29	20	28
WXXL	11	30	52	7
VJDE	82	11	1	6
GQAD	47	26	7	20
FICH	62	17	10	11
ZPTC	20	74	5	1
GDON	89	9	0	2
YDXT	13	22	11	54
DJMT	87	1	7	5
OVDM	89	4	5	2
TJCQ	72	8	19	1
NMQP	61	7	8	24
EFOM	19	25	48	8
FHJI	78	5	11	6
HKAZ	50	13	6	31
UUDK	96	0	2	2
XVEG	94	2	1	3
QOZS	8	88	2	2
BTHY	1	28	17	54
BQPC	92	0	3	5
KLCF	13	23	19	45
LEBV	91	3	3	3
WAHK	30	43	19	8
BVMY	89	3	6	2
FPEA	26	72	0	2
DXMY	69	7	14	10
OFCC	95	3	0	2
PHRQ	47	34	5	14
PQGG	90	4	1	5
PXVQ	35	24	29	12
DUMP	37	8	28	27
QJWY	75	16	5	4
HMKU	31	65	2	2
GFSU	82	6	11	1
IGLP	22	36	19	23
NFAC	53	37	9	1
GKHD	75	15	3	7
LLWB	43	10	40	7
PTVO	75	13	3	9
CKIN	20	12	53	15
GJRU	15	47	0	38
UKQB	76	15	7	2
VPOU	28	43	26	3
MFOU	24	50	4	22
AYQO	45	28	5	22
BEGH	62	32	4	2
IEMZ	88	5	1	6
UUTY	54	39	5	2
EDAX	89	9	1	1
MANI	14	58	21	7
KHNR	75	3	2	20
ABUJ	23	68	2	7
EWQX	65	14	18	3
AGJS	1	2	83	14
EZRT	75	12	4	9
MFGU	73	17	1	9
CFNR	94	3	0	3
DXKM	27	63	3	7
BDYT	10	23	57	10
CDQM	39	51	6	4
QJDX	74	19	6	1
BVBB	48	29	0	23
BHGM	62	37	0	1
CIBQ	38	17	0	45
CXEO	68	19	6	7
OGON	12	40	0	48
HWRQ	69	26	0	5
VJAU	86	3	6	5
ACHJ	47	49	3	1
YXNU	95	2	1	2
ARYN	51	20	23	6
LJAR	43	56	0	1
NEUV	34	61	2	3
EHEQ	53	3	15	29
ZEVT	29	34	29	8
SBHJ	84	11	2	3
THRA	93	4	1	2
STZP	60	0	34	6
KUWZ	34	29	17	20
FEYD	50	22	23	5
CNMM	18	76	2	4
AMPP	36	61	0	3
LVDS	46	50	1	3
HKJM	29	8	33	30
CSXL	24	43	19	14
GNCK	9	40	19	32
HGJZ	48	9	32	11
IVLA	51	25	19	5
CCZX	81	16	2	1
USED	39	40	4	17
IAHJ	49	47	0	4
EANV	92	6	1	1
XLKS	5	74	3	18
KCNH	54	21	12	13
NFWC	52	27	0	21
UERA	58	34	7	1
CMBX	11	14	65	10
GTKI	88	0	11	1
XTCY	46	26	17	11
URSK	20	59	2	19
HTSM	97	0	0	3
QLKL	31	43	7	19
LLTQ	53	3	39	5
KOCD	31	18	15	36
VJMX	41	45	13	1
ASWX	78	13	2	7
HSND	86	5	3	6
FYTR	66	6	24	4
EPJR	98	0	1	1
CXNX	86	4	4	6
TXST	48	32	2	18
WOZL	89	10	0	1
KTGT	57	5	31	7
CNGU	57	19	4	20
VAGA	8	86	2	4
BAYE	56	32	4	8
BJFC	8	18	52	22
EHDH	17	47	24	12
KMYX	17	78	0	5
OSLV	99	0	0	1
SIOA	38	30	1	31
DBSM	25	35	26	14
TCSX	36	49	9	6
OZGK	78	6	7	9
RTHC	3	36	28	33
YPHU	8	58	9	25
KGLX	46	20	28	6
QTXQ	39	41	2	18
IIPP	18	44	17	21
HKJF	10	16	57	17
NKDH	13	32	7	48
TVMI	92	5	0	3
AJMQ	69	10	13	8
GREX	8	74	2	16
VBSJ	19	4	8	69
IUIG	30	0	41	29
MDHG	88	5	1	6
BXPK	86	2	2	10
TYKB	57	0	39	4
TUYT	60	36	2	2
PDJK	31	2	51	16
OXQF	36	54	7	3
DCYI	89	9	1	1
VYFT	99	0	0	1
JINH	51	28	9	12
UFAO	12	41	9	38
BTWF	15	12	45	28
RAKS	5	11	63	21
EERI	37	3	11	49
ODXW	27	24	17	32
XYUT	39	22	31	8
FJNV	50	4	31	15
ICOM	45	37	10	8
AJFT	42	0	28	30
QYJX	81	4	11	4
BQYR	75	24	0	1
VDMW	95	2	0	3
AJKV	65	27	7	1
OOAZ	35	20	25	20
KEYR	83	15	0	2
MQUS	71	17	2	10
GTWM	52	12	22	14
PZBE	48	45	3	4
BYSK	65	14	8	13
YNED	55	43	1	1
TPCY	16	57	8	19
VDNV	5	90	4	1
FWNJ	7	68	10	15
RCHB	19	64	4	13
FSJZ	28	7	54	11
JYGI	17	17	15	51
UEOP	46	30	17	7
RRUM	23	7	3	67
MVWZ	88	0	7	5
LEWU	85	0	12	3
XHAX	52	9	34	5
XTMS	23	41	19	17
BPMB	0	78	19	3
DJIH	19	48	11	22
ASVP	55	41	2	2
JTPS	90	1	5	4
CKGQ	47	4	18	31
PJSW	21	73	4	2
XRPI	59	21	17	3
ARDR	62	30	5	3
VXIC	62	12	1	25
ZCQS	51	47	0	2
ICTI	98	1	0	1
BZJH	62	25	0	13
SDZW	28	50	16	6
MJTP	60	27	12	1
PYQC	55	19	17	9
OJIQ	84	3	9	4
XZUA	64	0	9	27
ZRWF	26	52	18	4
SATJ	27	38	16	19
ATFB	25	27	7	41
TQFL	47	51	1	1
KZPZ	67	21	7	5
HTWH	72	23	4	1
JPGO	70	8	19	3
FOYK	65	4	6	25
BQUU	72	7	6	15
BEKP	85	12	2	1
ZJUN	51	13	14	22
AYWU	69	22	1	8
KQOA	55	17	6	22
DBMZ	59	23	5	13
LWZW	42	6	12	40
FDWD	83	13	0	4
RXAA	52	4	28	16
NVPH	46	27	23	4
HHOX	70	2	16	12
CXXG	60	38	0	2
MSWS	57	8	15	20
DMYB	47	36	15	2
AKOY	60	15	22	3
WIFD	75	10	8	7
ACTY	14	38	1	47
DSPX	30	28	6	36
VPWF	38	43	1	18
NJIZ	57	13	19	11
KQPV	78	19	0	3
JEDI	23	67	8	2
RYBH	97	2	0	1
TJXJ	72	13	7	8
TLYO	14	33	39	14
BABN	53	0	21	26
KSXE	82	4	11	3
KGSP	56	25	12	7
HRLB	39	39	14	8
TFTC	48	7	27	18
YAUL	72	16	4	8
RAFX	25	48	8	19
FFZP	79	1	15	5
IPMD	35	52	8	5
MDBI	8	19	34	39
GYEV	99	0	0	1
QGED	0	32	35	33
ZUNR	4	80	9	7
KHHJ	78	14	1	7
XDOE	43	48	8	1
HVTU	76	4	13	7
JIZJ	48	7	22	23
IOQB	38	53	7	2
QWMF	64	15	15	6
DPZO	47	28	17	8
ZUWH	65	31	0	4
ZHAH	53	32	8	7
OXDB	99	0	0	1
YGPD	76	23	0	1
SAUA	60	32	2	6
UTTS	94	4	1	1
OLXC	73	4	12	11
RWNM	38	1	2	59
NHEX	95	4	0	1
HGHY	88	2	7	3
DJIB	38	1	23	38
VSAA	79	14	0	7
DGNF	77	7	4	12
MPVZ	94	2	1	3
FQEW	95	3	1	1
MFLA	99	0	0	1
PDWE	13	21	9	57
ZTSC	89	5	3	3
TMBL	66	3	18	13
CVEV	92	3	3	2
BCFU	66	20	12	2
MZVU	11	11	18	60
WLTB	27	63	7	3
SKOI	53	4	21	22
HRIF	74	12	12	2
RNIF	88	9	0	3
MFQO	98	0	0	2
JLUQ	62	35	1	2
SQLD	50	19	5	26
INPJ	64	11	5	20
YKVK	10	38	11	41
EYUO	73	7	18	2
FNOD	55	26	18	1
WXCJ	36	8	10	46
SBEI	4	0	41	55
BZGN	49	6	23	22
SRPU	10	22	6	62
ZAGC	73	6	1	20
MSAT	29	2	33	36
WPFR	28	35	6	31
OHPB	46	22	4	28
GNPG	88	1	7	4
AYGI	75	8	9	8
GGUF	7	4	74	15
BJCV	76	22	0	2
SRAG	82	17	0	1
FKMK	95	3	1	1
RYJN	14	51	11	24
BUWJ	37	18	8	37
DNLD	15	24	17	44
GGBY	38	19	2	41
WIUD	28	70	0	2
KSHP	32	7	40	21
WEXL	65	2	1	32
WAHU	47	30	9	14
SIPT	28	19	10	43
MBGC	32	55	9	4
VDNV	18	51	12	19
BEMT	25	74	0	1
HNIU	40	57	2	1
KSWB	84	7	3	6
CQJI	24	24	2	50
XUZH	94	5	0	1
ECAA	26	15	11	48
OYHY	85	0	6	9
LRUI	16	4	76	4
NDKA	68	30	0	2
TJNL	96	0	0	4
PVAO	25	12	35	28
SCKJ	29	44	12	15
DEYU	94	4	1	1
ZQAP	26	59	12	3
OUMX	95	0	4	1
VUTX	88	4	6	2
AZQK	31	64	3	2
FORA	38	37	15	10
EZZZ	35	49	2	14
HYMI	42	37	5	16
JEWB	29	55	15	1
QKFY	87	2	3	8
FUWO	59	8	21	12
UUXN	62	26	8	4
BDBX	28	24	39	9
JVYC	81	12	3	4
PUBM	59	31	0	10
DPUV	43	36	12	9
KYNR	8	20	41	31
GEBP	83	9	6	2
ZYMU	55	3	8	34
ZWBA	92	5	2	1
NGBW	71	6	21	2
WLLS	43	56	0	1
QZXT	22	18	9	51
RIBW	54	16	12	18
CMQE	58	27	10	5
XZSD	30	62	1	7
MBBD	9	78	4	9
XEHS	40	44	13	3
YAZE	87	7	4	2
YUOW	32	42	19	7
ZEQX	34	2	11	53
GZTL	49	2	9	40
IJME	91	7	1	1
ZTYL	35	22	23	20
GMGU	23	47	26	4
ZQUB	70	20	6	4
AFSJ	49	30	13	8
KCRK	77	18	0	5
KRMZ	69	19	0	12
MMRG	42	17	13	28
SRDF	17	20	59	4
OGBW	75	22	2	1
KPJM	81	16	1	2
ZHBA	4	64	17	15
SADB	29	21	34	16
KOFP	56	3	35	6
LLDY	72	4	2	22
XIUQ	42	44	10	4
KBFD	56	18	21	5
FYUM	60	6	33	1
AEWG	80	14	3	3
WYBI	50	21	23	6
SILW	53	43	0	4
NZLZ	65	1	7	27
MIMD	2	11	75	12
EYJQ	6	21	39	34
CDVB	97	0	1	2
QJPB	23	74	1	2
EKGD	66	11	8	15
QPFM	32	63	2	3
KBGM	68	15	7	10
WQYR	1	68	26	5
ZWBU	14	29	0	57
NDMK	90	1	4	5
NQPR	8	88	0	4
HIPO	49	4	13	34
TILQ	63	18	12	7
SDRE	59	22	16	3
YUBU	31	67	0	2
AJAY	72	17	7	4
OMGQ	24	54	16	6
VATG	65	27	6	2
MXMM	42	22	11	25
ONTE	12	82	4	2
ZLSX	87	12	0	1
RLNJ	83	1	2	14
UINR	18	44	20	18
LOLH	25	26	48	1
YMMD	77	0	19	4
OAJU	80	12	6	2
MYDP	29	14	44	13
EGNY	39	12	25	24
XHPQ	62	6	23	9
YBFB	6	25	13	56
HEWJ	91	6	2	1
PISY	15	18	50	17
GYFJ	80	6	9	5
TTDE	44	4	27	25
XXNF	92	4	3	1
CQOM	48	27	7	18
ZWRM	96	3	0	1
CARG	93	3	2	2
KSFM	65	15	14	6
KETF	63	31	1	5
IQXI	80	7	10	3
WMSM	9	76	11	4
XVYZ	6	35	40	19
XJAV	8	53	22	17
SYGI	12	44	34	10
KUYD	12	64	12	12
GMZO	60	37	1	2
IUGO	48	25	11	16
HXMS	80	4	2	14
OMEZ	34	64	1	1
BAWY	63	6	20	11
WAHM	65	2	11	22
DZTQ	1	38	6	55
XLKI	50	16	23	11
AVPG	94	0	1	5
TKQV	30	52	7	11
WFGD	15	70	6	9
MKII	59	16	4	21
OLQD	85	14	0	1
FSFS	6	6	34	54
PDUS	63	26	0	11
FEEJ	49	14	19	18
KGYJ	60	4	6	30
YASL	76	12	7	5
NBLC	75	0	21	4
HOPY	68	4	9	19
HLUJ	70	10	15	5
LGJL	95	1	2	2
CCGW	19	29	36	16
DTGT	26	48	3	23
SIKX	98	1	0	1
OYCB	15	74	0	11
UBQU	79	4	2	15
MJCM	76	15	1	8
SNQL	70	19	8	3
YZOZ	37	62	0	1
DEVB	48	32	6	14
RQYM	44	53	0	3
ZHLF	19	41	34	6
LMQL	21	24	47	8
CCVK	22	48	9	21
EHLH	1	81	0	18
WRZG	70	15	14	1
RCTE	47	37	11	5
SEPG	32	32	20	16
OCBF	33	61	4	2
AZYE	68	25	3	4
UREN	78	20	0	2
ZCFT	92	4	1	3
CWAR	34	31	11	24
PXBJ	61	5	22	12
DVAU	89	1	9	1
NKTN	56	6	21	17
AVLK	31	21	44	4
CXMI	32	15	10	43
TDDE	76	18	5	1
HFZA	43	33	13	11
MGEU	33	50	10	7
CPYH	83	12	0	5
XNLO	93	5	1	1
GPJU	37	45	12	6
PMJX	72	10	11	7
RIOZ	48	31	14	7
OFWY	4	78	7	11
SNMN	86	11	0	3
RUZY	1	86	6	7
COKC	36	24	9	31
EWOL	10	7	58	25
KMWI	90	3	6	1
YXJW	54	19	26	1
OPBM	73	5	9	13
QMVR	44	9	24	23
QXBT	73	13	3	11
HCQC	55	25	3	17
RAGV	94	1	3	2
HNZJ	86	3	8	3
ABQM	14	33	16	37
AICV	93	5	0	2
MKJE	65	9	25	1
LOWN	94	5	0	1
JBJW	23	36	11	30
BZQK	16	71	8	5
SDAA	48	20	25	7
CQFF	98	1	0	1
MUZF	51	46	1	2
GSYS	26	70	1	3
LSUM	43	18	29	10
LWML	47	28	6	19
LERG	67	23	5	5
ERFQ	89	0	4	7
KBIF	44	20	23	13
XKSO	47	43	0	10
XMTA	40	21	31	8
NHLP	23	68	2	7
APVN	32	20	0	48
UEGA	18	51	16	15
UYSF	88	5	1	6
FLPM	65	21	12	2
UWQF	46	21	29	4
VWAD	52	1	6	41
HMAF	73	7	15	5
ITKJ	39	60	0	1
DGBR	68	4	27	1
IQVS	23	48	27	2
BRBJ	45	7	44	4
YPHX	33	7	27	33
CFWB	40	4	38	18
QZMV	90	1	8	1
WEMM	65	28	1	6
BIZY	85	13	0	2
QTTI	1	52	10	37
KZRV	55	11	14	20
SONO	99	0	0	1
KULR	30	14	1	55
XWDO	20	41	0	39
FTMX	60	29	5	6
FVRC	56	35	3	6
TMKW	90	1	1	8
ZIRS	32	14	27	27
CNHJ	73	11	8	8
VARK	24	46	6	24
YTOT	39	39	2	20
KTRH	41	46	2	11
KVEH	51	46	0	3
HJTV	38	53	8	1
LSMR	48	0	0	52
OCZY	55	18	18	9
UPBI	63	10	11	16
EMCS	66	2	21	11
JVXA	79	3	17	1
AFQX	78	4	15	3
TEJZ	54	19	13	14
USNT	58	21	5	16
GJYV	93	2	0	5
GCXT	21	58	16	5
JLKW	6	53	18	23
HTTC	64	6	17	13
DKGF	67	23	7	3
VSCW	86	9	2	3
CLFI	68	22	4	6
HCXN	94	4	1	1
QESH	16	50	5	29
RROO	4	1	50	45
SHZF	91	8	0	1
HOUZ	48	9	36	7
HJST	88	10	0	2
NKOS	5	31	27	37
UQUQ	67	28	2	3
UXIA	84	11	1	4
PYIR	42	17	15	26
IWVE	16	27	11	46
XLNW	63	28	4	5
XZIU	30	21	24	25
LJSA	11	77	11	1
LGAQ	2	5	42	51
UZMN	54	15	27	4
MUEF	97	2	0	1
YAWC	99	0	0	1
MCDB	46	14	18	22
EMGP	70	1	3	26
AVHT	96	2	1	1
POVD	5	23	37	35
GDNA	18	49	10	23
WJMC	8	37	15	40
HYPG	75	14	10	1
EPJA	24	66	8	2
OHXK	1	93	5	1
JSPN	45	43	1	11
MVRW	22	54	6	18
QFWH	68	18	1	13
OEZY	73	11	5	11
BORB	45	18	34	3
FATH	77	18	3	2
TREA	16	52	29	3
BACI	35	56	7	2
OPPS	36	51	5	8
GAVT	36	21	18	25
FDAX	80	7	10	3
MVXO	81	7	0	12
OOSC	46	6	30	18
LEOK	97	0	1	2
QIGU	29	35	30	6
XCLO	50	1	2	47
TRDO	41	22	25	12
LCRX	19	63	14	4
YLMV	6	24	59	11
MRUN	88	1	7	4
LHOY	9	53	25	13
NKWO	92	6	0	2
GPXC	72	1	25	2
RYSL	77	4	4	15
ZJAN	22	2	75	1
UCYC	19	8	32	41
AQGD	43	36	5	16
BXLE	9	66	20	5
JVNI	37	27	18	18
BVAS	79	4	7	10
MYZN	96	1	1	2
ILHI	56	0	40	4
MPJD	29	13	24	34
HLUV	67	30	2	1
UGLQ	43	44	7	6
YLQD	24	12	3	61
JFZV	42	35	12	11
GROM	2	3	19	76
NFSH	56	28	8	8
FWRD	22	25	28	25
DTAB	1	36	57	6
FUAG	31	29	21	19
OWEK	74	10	6	10
GXVR	51	26	3	20
JHRF	28	1	7	64
YOLA	67	9	7	17
KSBG	22	76	1	1
ANSM	93	0	6	1
VEJM	83	12	4	1
MIBA	40	26	21	13
HSKB	8	11	67	14
EULH	54	22	8	16
UYSJ	92	1	0	7
KCNV	53	21	23	3
KAFV	55	1	32	12
VIKW	97	0	1	2
KYFH	28	37	25	10
JIRM	23	42	31	4
QXGO	67	30	2	1
TFMZ	45	33	20	2
QINY	13	36	50	1
EHOG	93	1	0	6
ROII	46	45	1	8
LEHH	13	76	6	5
STHV	91	6	2	1
ZENC	13	77	4	6
PRHT	74	19	0	7
QDRZ	76	17	1	6
EFQZ	54	16	13	17
OGKA	40	18	29	13
KUFI	94	4	1	1
MAOK	13	48	2	37
QPVD	2	52	37	9
ZWCP	53	1	1	45
LWSI	44	20	9	27
IMRV	0	35	44	21
FCPK	80	7	12	1
ROWJ	76	21	1	2
YCTK	71	23	0	6
DVBR	18	67	4	11
DEIA	17	11	55	17
UMET	65	3	24	8
HWZR	49	42	3	6
JYKH	54	29	1	16
GOSQ	54	29	9	8
KNJP	74	16	1	9
PORB	71	8	17	4
ZCAR	97	2	0	1
GYSQ	49	35	8	8
XLCC	45	12	39	4
IPCT	19	21	46	14
JSGV	36	16	13	35
MSYO	74	20	0	6
PQZG	95	3	1	1
COYG	4	86	6	4
MXYU	63	35	1	1
FMUD	42	13	19	26
TEOS	43	43	10	4
ZDNG	64	3	9	24
DHOI	36	40	0	24
UAUC	83	4	4	9
DEDN	37	16	16	31
KKOP	13	79	4	4
UKOZ	87	7	0	6
FFUB	60	16	22	2
DTPP	50	17	27	6
YKSH	82	17	0	1
XASG	72	14	0	14
PGDY	69	9	20	2
YILU	85	6	2	7
QYAQ	55	30	12	3
AVSB	61	12	8	19
ECVW	88	11	0	1
NMQU	3	84	12	1
BGNZ	55	21	6	18
BSPE	83	2	8	7
KKXC	0	64	27	9
GQXZ	47	37	1	15
MJVN	80	16	3	1
PFBB	83	0	2	15
JGSB	76	23	0	1
BSSA	22	17	50	11
QPAC	77	3	11	9
IUQA	31	41	22	6
FVAE	59	26	12	3
KEXS	71	28	0	1
QCMP	62	5	31	2
PBZB	90	5	0	5
LBAL	38	20	36	6
XSWQ	58	40	0	2
KCJB	17	15	48	20
RDLS	45	46	5	4
UACR	10	74	14	2
DXGI	63	19	13	5
KQYB	17	60	4	19
ZQZS	34	21	35	10
XOTY	48	13	4	35
RTYM	13	26	17	44
FCTO	66	32	0	2
NNRH	12	37	41	10
KCYT	50	7	9	34
INKD	26	47	19	8
WZOA	42	51	5	2
NGER	36	33	12	19
BCQJ	83	4	3	10
QZSQ	16	6	69	9
PIKK	31	37	20	12
NCGS	54	3	38	5
WUCD	61	32	1	6
KTUL	36	29	8	27
AWKG	80	17	2	1
YUHB	98	1	0	1
AKRH	21	29	39	11
FQMO	25	48	5	22
PPZY	7	39	27	27
GVLT	20	78	1	1
ZUCQ	8	63	11	18
JDDD	8	40	40	12
FYSO	21	56	7	16
EHCX	31	3	50	16
OFOA	38	54	1	7
VJYE	95	3	0	2
MWUZ	98	1	0	1
XTEZ	26	42	25	7
MASU	63	23	11	3
XODS	56	24	7	13
OUJG	92	0	5	3
LHYI	33	49	11	7
MJAC	30	30	13	27
JFKI	15	38	27	20
HRHK	17	52	11	20
YVSI	47	5	1	47
SULH	89	1	4	6
FDPG	11	5	13	71
OZYU	65	3	5	27
QQXE	11	23	34	32
OHUV	32	20	32	16
LZAG	30	11	3	56
OREB	57	9	13	21
VUOV	0	85	0	15
DNDU	88	10	1	1
VVLU	76	11	1	12
AYNJ	94	0	0	6
YTCO	5	11	61	23
NFAI	44	34	6	16
LWMK	26	30	31	13
WSGV	72	7	16	5
WBMB	72	26	0	2
TAGV	77	21	0	2
QKMI	86	11	1	2
BAYR	71	11	1	17
AVSI	86	12	1	1
DOGS	65	3	21	11
VGPM	47	21	8	24
HUMW	41	13	37	9
ANKA	58	4	27	11
FNNX	0	64	16	20
WFPF	75	22	0	3
UJEG	96	3	0	1
AFML	68	27	0	5
AWSB	99	0	0	1
SCOM	76	18	2	4
PXQR	35	38	6	21
EFTQ	26	0	11	63
HALI	79	6	13	2
IXDT	92	4	0	4
GPUF	4	28	29	39
IVUI	25	68	5	2
RYLS	95	2	1	2
BCDZ	45	30	6	19
AMXL	3	15	75	7
PZKF	70	21	8	1
FRZN	42	2	36	20
YSAZ	6	58	7	29
NQGP	74	4	6	16
IXXF	75	22	0	3
YBNG	76	11	11	2
LDLA	51	30	1	18
UWLZ	53	33	1	13
JEQY	56	28	13	3
TCIR	12	48	0	40
RNSH	13	29	3	55
MUOF	53	11	19	17
ALGF	19	1	45	35
WWHF	83	0	11	6
BCJK	7	6	12	75
ITRK	36	1	55	8
JBTA	40	18	30	12
QBLY	54	19	21	6
QKCH	33	25	17	25
SFVL	16	34	35	15
SPVV	98	1	0	1
VOEL	71	27	0	2
BXMN	64	12	16	8
IOCA	64	16	13	7
WXOG	88	0	11	1
MQCO	73	7	16	4
VYWQ	43	0	36	21
HJYN	6	2	34	58
ASUI	22	64	13	1
RPEV	91	4	2	3
HJZX	6	80	6	8
QGKF	44	1	32	23
NQSV	0	56	19	25
YHFN	45	47	1	7
IRUN	54	3	0	43
AYPZ	16	74	4	6
MJDU	80	7	1	12
YMZX	90	1	3	6
BTKQ	98	0	0	2
OQSX	94	3	1	2
SCVV	68	1	13	18
YCTQ	50	1	19	30
FUPQ	96	2	1	1
EFJE	56	5	36	3
TKWW	79	13	1	7
JEBF	6	84	1	9
RRZM	29	62	2	7
VCGZ	91	5	2	2
XLRD	92	4	0	4
RWUS	39	9	44	8
QNKX	76	19	2	3
OKRH	24	45	29	2
IPXX	6	68	12	14
SKCD	38	59	2	1
UFUX	72	13	2	13
PWCD	73	26	0	1
BZVR	92	1	2	5
GWVI	42	22	33	3
DITJ	87	7	4	2
FXJN	12	67	15	6
TVTI	74	3	14	9
KGML	73	16	5	6
IZOH	7	22	32	39
NIUW	44	30	22	4
BLDU	45	34	10	11
BCZR	25	21	37	17
BHYD	92	1	6	1
YVFB	53	13	7	27
MZMH	59	32	3	6
UIQH	97	0	0	3
WOPV	95	3	0	2
BVSN	29	68	0	3
QYTX	35	18	26	21
DNKQ	48	18	8	26
YHWY	22	48	1	29
GPFP	53	34	5	8
DTUH	83	3	2	12
KXJQ	72	19	6	3
BFEM	39	13	4	44
OWOB	34	4	23	39
INIV	54	6	39	1
UQJQ	14	7	44	35
JMIN	93	2	1	4
KBCD	51	16	18	15
WFFM	13	69	1	17
JAVE	55	34	3	8
PVVG	14	45	7	34
KGOK	77	3	18	2
MGRA	79	9	10	2
KDEA	28	35	0	37
LNIK	52	45	2	1
GHXJ	81	7	5	7
YRCJ	64	5	28	3
UDET	33	25	7	35
RRGW	4	16	75	5
TGAG	20	10	15	55
YUQZ	4	39	26	31
MBRQ	33	7	39	21
JEQE	56	26	9	9
PQNU	21	42	7	30
KBCL	1	67	26	6
INUH	96	2	0	2
PPFS	6	27	24	43
CKBQ	52	32	5	11
DDFV	87	3	0	10
AOFI	42	47	0	11
RVXP	89	3	0	8
BHBD	24	64	3	9
RAUM	0	48	10	42
JPLC	45	9	27	19
AAKQ	46	17	15	22
OEBQ	34	23	2	41
VDRQ	41	43	5	11
NKVK	33	56	3	8
GLNL	16	34	2	48
HRNU	52	42	0	6
WTWR	13	11	40	36
LUMB	42	14	22	22
POFD	47	7	13	33
SOFE	93	0	3	4
LEVX	84	3	8	5
RZTF	71	21	6	2
RAKT	16	45	26	13
CHQB	75	20	0	5
FQMF	11	87	1	1
PQEP	1	85	13	1
PMYT	38	30	2	30
NULU	48	45	2	5
WFVC	41	29	13	17
IHAP	76	19	0	5
KGDD	67	24	4	5
VSHJ	32	4	44	20
WALQ	11	57	23	9
LINP	35	30	9	26
EYEQ	69	0	3	28
OHQU	13	73	0	14
MNSC	43	43	6	8
GPZQ	15	26	58	1
XQOI	26	16	36	22
UDTQ	4	56	11	29
TUVZ	80	13	6	1
UUNX	70	24	5	1
JFZO	71	3	16	10
QBMW	61	16	16	7
KYLK	17	14	35	34
UDRJ	62	1	4	33
WAKO	41	40	8	11
YUCI	47	34	1	18
SICE	26	16	23	35
VBNN	63	16	11	10
BHEC	6	49	35	10
BCHF	73	7	9	11
EJBS	53	20	1	26
UOEJ	82	12	0	6
ZWBU	24	65	9	2
MXGK	11	25	43	21
GVZN	94	5	0	1
SMVC	0	52	12	36
TASG	81	14	0	5
FGKM	41	33	17	9
MUHK	14	31	29	26
TEVW	75	9	4	12
KFRG	33	41	19	7
WNEH	50	30	1	19
OOBN	38	60	0	2
RNRW	15	62	22	1
VXJB	41	47	9	3
BTGC	95	4	0	1
HDDQ	75	11	2	12
QUJJ	39	2	43	16
RAJE	88	9	0	3
QVGC	81	5	6	8
VULK	3	62	13	22
KOFK	25	58	3	14
CARA	75	1	8	16
TWXB	16	46	24	14
HWOY	21	56	18	5
ZXYJ	39	21	10	30
LDUQ	99	0	0	1
UOBB	20	10	6	64
YOIW	10	65	2	23
SRLB	6	40	6	48
DSRJ	69	3	8	20
SDLE	73	3	12	12
HMWA	58	29	0	13
IPMH	62	5	24	9
MIPY	38	25	25	12
VKSN	2	78	4	16
LXSJ	59	24	6	11
FOBM	72	1	21	6
CEBB	94	3	0	3
UWGJ	72	23	2	3
BEMO	89	9	1	1
SUYA	55	16	7	22
TNLQ	34	59	5	2
FQLC	26	72	1	1
AMAW	77	21	0	2
KOXV	23	68	3	6
KDAK	18	80	0	2
IUSJ	93	5	1	1
OBMQ	84	4	8	4
IXEU	43	6	17	34
ZNVC	1	34	53	12
NKRC	99	0	0	1
RIMV	20	24	47	9
NLFK	63	25	1	11
FWQT	87	9	1	3
GWHX	37	1	1	61
QUOW	65	0	21	14
PRYF	79	10	5	6
